id,applicant,type,typeDescription,applicationNumber,academicPeriod,academicPeriodDescription,admissionPopulation,admissionPopulationDescription,USFadmissionPopulationDescription,residencyType,residencyTypeDescription,academicLoad,academicLoadDescription,appliedOn,submitted_application,admittedOn,admittedDateUSF,admittedUSF,meltUSF,applicationStatus,applicationStatusDescription,applicationStatusDate,LEVEL,levelDescription,COLLEGE_CODE,COLLEGE_DESC,USF_COLLEGE_NAME,DEGREE_CODE,DEGREE_DESC,MAJOR_CODE,MAJOR_DESC,CAMPUS_CODE,CAMPUS_DESC,date_deposited,Deposited
c0ae7b73-9685-4491-a4f3-c0a14ecb0cb3,3061853,,Early Action,5392780,202540,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,1/30/24,,,,FALSE,,P,Prospect,1/30/24,GR,Graduate,BU,School of Business,School of Business,MFA,Master of Fine Arts,ACC,Accounting,HYBRID,Hybrid,,FALSE
f479359a-7df4-4674-937e-fb5d4311f6cc,3040738,,Rolling Admission,7129491,202440,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,9/28/24,,12/16/24,,FALSE,,P,Prospect,9/28/24,D,Doctoral,NS,School of Nursing,School of Nursing,JD,Juris Doctor,HCA,Health Care Administration,MAIN,Main Campus,,FALSE
a7e4454f-eb60-4d67-ae00-7a05db445124,3758385,,Rolling Admission,8831611,202440,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,10/7/24,,1/22/25,,FALSE,,P,Prospect,10/7/24,UG,Graduate,EN,School of Engineering,School of Engineering,BA,Bachelor of Arts,CS,Computer Science Engineering,ONLINE,Online,,FALSE
362bcf0e-79f2-426c-a4ea-a9ad76408809,3680465,,Early Action,9630839,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,8/4/24,,10/5/24,,FALSE,,P,Prospect,8/4/24,UG,Graduate,EN,School of Engineering,School of Engineering,BS,Bachelor of Science,CIV,Civil Engineering,MAIN,Main Campus,,FALSE
f1e3c80f-4aad-468a-a746-73a8c8a39479,3963887,,Early Action,4494307,202440,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,8/11/24,,10/14/24,,FALSE,,P,Prospect,8/11/24,UG,Graduate,EN,School of Engineering,School of Engineering,BBA,Bachelor of Business Administration,ELEC,Electrical Engineering,HYBRID,Hybrid,11/3/24,FALSE
5c0f3d49-26e2-4764-bce3-32acc6d6d6be,3140583,,Regular Decision,5396921,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,2/16/24,,4/3/24,,FALSE,,P,Prospect,2/16/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,,FALSE
1bea4be7-9982-4bc1-9802-25f2ad0a3c27,3612005,,Early Decision II,1614181,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,9/22/24,,,,FALSE,,P,Prospect,9/22/24,UG,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),BBA,Bachelor of Business Administration,PHYS,Physics,HYBRID,Hybrid,,FALSE
a8e39fbc-0712-46a6-a5b0-5e06470605fa,3475051,,Early Action,2679152,202440,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,8/25/24,,,,FALSE,,P,Prospect,8/25/24,UG,Graduate,BU,School of Business,School of Business,BA,Bachelor of Arts,ENT,Entrepreneurship,ONLINE,Online,,FALSE
744b905b-0bfa-49b3-89b1-e4d777599f91,3435256,,Regular Decision,4866762,202540,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,3/25/24,,4/29/24,,FALSE,,P,Prospect,3/25/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,CHEM,Chemical Engineering,MAIN,Main Campus,,FALSE
d589f048-4e52-49a8-b825-a073f4fe0126,3884355,,Early Action,8059017,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,2/13/24,,,,FALSE,,P,Prospect,2/13/24,D,Doctoral,AR,School of Architecture,School of Architecture,EDD,Doctor of Education,GEN,General Studies,ONLINE,Online,,FALSE
4c566ae1-adf1-4bde-90bd-392c85ba3fb5,3928156,,Rolling Admission,1268346,202540,Fall 40,GR,Graduate,,D,U.S Citizen,F,fullTime,2/3/24,,,,FALSE,,P,Prospect,2/3/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MBA,Master of Business Administration,MATH,Mathematics,HYBRID,Hybrid,,FALSE
935ce8a0-8ec5-4e5b-9054-a87faf33449f,3305846,,Early Action,4436790,202440,Fall 40,D,Doctoral,,R,Resident Alien,F,fullTime,9/23/24,,12/28/24,,FALSE,,P,Prospect,9/23/24,D,Doctoral,BU,School of Business,School of Business,PHD,Doctor of Philosophy,ENT,Entrepreneurship,ONLINE,Online,1/29/25,FALSE
19901fab-9db7-4707-8390-35f4c468b2dc,3724739,,Early Decision II,4092200,202440,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,9/8/24,,11/7/24,,FALSE,,P,Prospect,9/8/24,UG,Graduate,BU,School of Business,School of Business,BArch,Bachelor of Architecture,MGT,Management,ONLINE,Online,12/13/24,FALSE
181e3407-6af4-4e92-9b8a-0eb2f83bcb0e,3391365,,Regular Decision,8290030,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,2/23/24,,5/10/24,,FALSE,,P,Prospect,2/23/24,GR,Graduate,BU,School of Business,School of Business,MPH,Master of Public Health,FIN,Finance,MAIN,Main Campus,6/11/24,FALSE
829fa109-a475-47df-b15c-8e5822ebd895,3440878,,Regular Decision,4021092,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,10/18/24,,12/8/24,,FALSE,,P,Prospect,10/18/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,,FALSE
c99e7f7d-80a8-4b75-b310-ecfe7d684640,3355617,,Early Decision II,1994302,202440,Fall 40,GR,Graduate,,D,U.S Citizen,P,partTime,8/1/24,,,,FALSE,,P,Prospect,8/1/24,GR,Graduate,BU,School of Business,School of Business,MA,Master of Arts,MKT,Marketing,ONLINE,Online,,FALSE
d45716e8-74e8-44ea-b492-b4805da93037,3227479,,Rolling Admission,5363160,202440,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,10/29/24,,,,FALSE,,P,Prospect,10/29/24,UG,Graduate,EN,School of Engineering,School of Engineering,BA,Bachelor of Arts,ELEC,Electrical Engineering,HYBRID,Hybrid,,FALSE
3f59a1ec-1023-4753-ac27-3fb3c8d0cad4,3070650,,Rolling Admission,8455638,202540,Fall 40,GR,Graduate,,D,U.S Citizen,P,partTime,4/23/24,,6/17/24,,FALSE,,P,Prospect,4/23/24,GR,Graduate,AR,School of Architecture,School of Architecture,MS,Master of Science,GEN,General Studies,MAIN,Main Campus,7/25/24,FALSE
4ddffd31-53a0-4008-989c-9437b5eaf8f4,3135478,,Regular Decision,8312145,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,4/5/24,,6/4/24,,FALSE,,P,Prospect,4/5/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,CHEM,Chemical Engineering,HYBRID,Hybrid,6/11/24,FALSE
c44e8d3e-ba27-4d88-b152-9c0039a19198,3825188,,Early Decision I,4916898,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,2/7/24,,4/20/24,,FALSE,,P,Prospect,2/7/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MBA,Master of Business Administration,PHYS,Physics,ONLINE,Online,6/4/24,FALSE
c2ec591c-915d-4523-9f20-3dba1df7c66b,3335391,,Early Decision I,1882642,202540,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,2/4/24,,4/8/24,,FALSE,,P,Prospect,2/4/24,UG,Graduate,AR,School of Architecture,School of Architecture,BBA,Bachelor of Business Administration,GEN,General Studies,ONLINE,Online,,FALSE
8cdbbf3c-507a-45be-b9c1-fe2265a51e7b,3021136,,Rolling Admission,9016720,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,10/30/24,,,,FALSE,,P,Prospect,10/30/24,UG,Graduate,BU,School of Business,School of Business,BA,Bachelor of Arts,MGT,Management,ONLINE,Online,,FALSE
9bbda46e-465f-4e5c-8db9-df44884a526c,3419435,,Rolling Admission,6027637,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,3/20/24,,,,FALSE,,P,Prospect,3/20/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MFA,Master of Fine Arts,BIO,Biology,MAIN,Main Campus,,FALSE
bad4fd0e-852f-469d-80a8-32d2339d7987,3784674,,Early Decision II,8930910,202440,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,9/1/24,,,,FALSE,,P,Prospect,9/1/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MA,Master of Arts,MATH,Mathematics,HYBRID,Hybrid,,FALSE
32f5d149-506b-4dd4-a453-3fae71b9ba77,3735536,,Early Decision I,3474046,202440,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,9/10/24,,,,FALSE,,P,Prospect,9/10/24,UG,Graduate,NS,School of Nursing,School of Nursing,BBA,Bachelor of Business Administration,NUR,Nursing,MAIN,Main Campus,,FALSE
e14fdabc-2e24-4cf9-91f2-955e9a8e50ca,3132767,,Early Decision I,1359056,202440,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,8/19/24,,,,FALSE,,P,Prospect,8/19/24,UG,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),BFA,Bachelor of Fine Arts,HIST,History,MAIN,Main Campus,,FALSE
9a6a50b0-582a-4b86-933f-77f1c0c690b8,3940359,,Rolling Admission,2706393,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,3/25/24,,5/14/24,,FALSE,,P,Prospect,3/25/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,5/22/24,FALSE
87437980-02d2-49d9-87eb-97329d1441b6,3927434,,Regular Decision,2956311,202440,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,10/26/24,,1/15/25,,FALSE,,P,Prospect,10/26/24,UG,Graduate,EN,School of Engineering,School of Engineering,BFA,Bachelor of Fine Arts,ELEC,Electrical Engineering,HYBRID,Hybrid,1/23/25,FALSE
7502ab34-5fc2-4737-a937-5550f9989960,3838358,,Early Decision I,5799763,202540,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,2/18/24,,,,FALSE,,P,Prospect,2/18/24,UG,Graduate,ED,School of Education,School of Education,BArch,Bachelor of Architecture,O&L,Organization and Leadership,ONLINE,Online,,FALSE
ff922004-fd05-4098-aee6-2149b953e58b,3295597,,Rolling Admission,8576374,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,4/5/24,,,,FALSE,,P,Prospect,4/5/24,UG,Graduate,BU,School of Business,School of Business,BArch,Bachelor of Architecture,MKT,Marketing,MAIN,Main Campus,,FALSE
7fd35881-af53-4e6f-b281-ff6332e44292,3645905,,Rolling Admission,9765073,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,4/1/24,,7/3/24,,FALSE,,P,Prospect,4/1/24,UG,Graduate,ED,School of Education,School of Education,BS,Bachelor of Science,TSOL,Teach Engl/Speakers Other Lang,MAIN,Main Campus,,FALSE
2bb7ffb8-37a9-43ad-af12-37e359c6c848,3775747,,Early Decision II,6896433,202440,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,8/24/24,,12/13/24,,FALSE,,P,Prospect,8/24/24,UG,Graduate,EN,School of Engineering,School of Engineering,BArch,Bachelor of Architecture,CS,Computer Science Engineering,ONLINE,Online,1/1/25,FALSE
dd6fad62-f7b9-40a2-8da5-bf6a04fc93f3,3660278,,Early Action,8033495,202440,Fall 40,GR,Graduate,,R,Resident Alien,F,fullTime,8/12/24,,,,FALSE,,P,Prospect,8/12/24,GR,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),MPH,Master of Public Health,HIST,History,MAIN,Main Campus,,FALSE
ac85f334-0616-47c5-ba67-3f6b4336ed6e,3466676,,Regular Decision,5665668,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,F,fullTime,3/3/24,,,,FALSE,,P,Prospect,3/3/24,UG,Graduate,BU,School of Business,School of Business,BA,Bachelor of Arts,ACC,Accounting,MAIN,Main Campus,,FALSE
80063daa-21eb-4990-ba71-80cd492a883f,3553940,,Early Decision II,8691951,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,1/3/24,,,,FALSE,,P,Prospect,1/3/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,,FALSE
a430b763-0f3d-4f39-887e-d38e8b2d8f83,3805735,,Early Decision II,5366121,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,8/29/24,,,,FALSE,,P,Prospect,8/29/24,UG,Graduate,AR,School of Architecture,School of Architecture,BS,Bachelor of Science,GEN,General Studies,ONLINE,Online,,FALSE
e3da2c46-8deb-4641-9db1-d4b58743bf50,3610439,,Regular Decision,5273406,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,3/27/24,,5/28/24,,FALSE,,P,Prospect,3/27/24,D,Doctoral,ED,School of Education,School of Education,MD,Doctor of Medicine,TSOL,Teach Engl/Speakers Other Lang,MAIN,Main Campus,,FALSE
15d0580c-252a-4e2c-a079-5a9c3419a735,3437997,,Regular Decision,3999518,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,2/9/24,,5/22/24,,FALSE,,P,Prospect,2/9/24,D,Doctoral,EN,School of Engineering,School of Engineering,PHD,Doctor of Philosophy,CIV,Civil Engineering,ONLINE,Online,6/24/24,FALSE
d1b4a89d-0876-43a0-9c21-aec52f917e84,3552653,,Regular Decision,2308733,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,F,fullTime,3/18/24,,5/14/24,,FALSE,,P,Prospect,3/18/24,D,Doctoral,BU,School of Business,School of Business,MD,Doctor of Medicine,ENT,Entrepreneurship,HYBRID,Hybrid,6/7/24,FALSE
963ae8cb-5871-4dc4-9e0d-79a2d8184002,3370343,,Regular Decision,8624124,202540,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,2/10/24,,3/13/24,,FALSE,,P,Prospect,2/10/24,D,Doctoral,EN,School of Engineering,School of Engineering,JD,Juris Doctor,CHEM,Chemical Engineering,MAIN,Main Campus,,FALSE
d4842567-0ed1-46ee-93ce-434fa4ab07a8,3519945,,Regular Decision,9063622,202540,Fall 40,UG,Graduate,,I,Non Resident Alien,P,partTime,2/26/24,,6/4/24,,FALSE,,P,Prospect,2/26/24,UG,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),BArch,Bachelor of Architecture,CHEM,Chemistry,HYBRID,Hybrid,7/15/24,FALSE
cd111871-963d-426b-993a-b226baac8ac0,3285225,,Early Decision II,4426950,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,F,fullTime,9/12/24,,12/15/24,,FALSE,,P,Prospect,9/12/24,D,Doctoral,NS,School of Nursing,School of Nursing,JD,Juris Doctor,NUR,Nursing,MAIN,Main Campus,12/27/24,FALSE
c5f455e9-9b68-4961-bf2e-afdd205ef8e3,3045041,,Rolling Admission,8870380,202440,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,9/30/24,,,,FALSE,,P,Prospect,9/30/24,UG,Graduate,ED,School of Education,School of Education,BFA,Bachelor of Fine Arts,L&I,Learning and Instruction,HYBRID,Hybrid,,FALSE
f7a47aae-9432-46de-8ddf-537f4f28551e,3937918,,Rolling Admission,8207531,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,P,partTime,3/6/24,,,,FALSE,,P,Prospect,3/6/24,GR,Graduate,AR,School of Architecture,School of Architecture,MPH,Master of Public Health,GEN,General Studies,HYBRID,Hybrid,,FALSE
b7fbe562-e0b6-4a60-b583-6524b4d593f3,3073602,,Early Decision I,3533420,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,2/24/24,,,,FALSE,,P,Prospect,2/24/24,UG,Graduate,BU,School of Business,School of Business,BBA,Bachelor of Business Administration,ENT,Entrepreneurship,ONLINE,Online,,FALSE
7a9f0c2f-f252-49a6-a787-d7aae2ac092c,3747152,,Early Action,1275468,202540,Fall 40,D,Doctoral,,R,Resident Alien,F,fullTime,2/14/24,,,,FALSE,,P,Prospect,2/14/24,D,Doctoral,AR,School of Architecture,School of Architecture,MD,Doctor of Medicine,GEN,General Studies,HYBRID,Hybrid,,FALSE
0ef5a4b8-cf69-4455-b0ce-45a17f379cd7,3250998,,Early Action,6440734,202540,Fall 40,UG,Graduate,,R,Resident Alien,P,partTime,2/4/24,,3/19/24,,FALSE,,P,Prospect,2/4/24,UG,Graduate,AR,School of Architecture,School of Architecture,BBA,Bachelor of Business Administration,GEN,General Studies,HYBRID,Hybrid,5/3/24,FALSE
4150c95c-fe5c-4a79-846e-3afeb2d4c719,3638414,,Early Decision I,2890300,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,F,fullTime,8/3/24,,10/15/24,,FALSE,,P,Prospect,8/3/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,10/22/24,FALSE
0d37db27-275e-46d8-9a85-e2d60f451228,3935617,,Early Action,5578160,202440,Fall 40,D,Doctoral,,I,Non Resident Alien,P,partTime,8/25/24,,11/27/24,,FALSE,,P,Prospect,8/25/24,D,Doctoral,BU,School of Business,School of Business,MD,Doctor of Medicine,MKT,Marketing,MAIN,Main Campus,1/2/25,FALSE
dfdf5b2f-7387-457c-b440-4e050c321957,3294530,,Early Decision I,1212965,202440,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,8/1/24,,,,FALSE,,P,Prospect,8/1/24,UG,Graduate,ED,School of Education,School of Education,BFA,Bachelor of Fine Arts,IME,Intl and Multicultural Educ.,MAIN,Main Campus,,FALSE
782495e7-6e2c-4c4e-83eb-d2bd4dd01caf,3020538,,Early Decision I,3074349,202540,Fall 40,GR,Graduate,,I,Non Resident Alien,F,fullTime,1/19/24,,,,FALSE,,P,Prospect,1/19/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MBA,Master of Business Administration,CHEM,Chemistry,HYBRID,Hybrid,,FALSE
a912df5e-3c97-422f-88cb-5457362277f4,3747593,,Early Decision II,1333740,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,1/11/24,,,,FALSE,,P,Prospect,1/11/24,D,Doctoral,EN,School of Engineering,School of Engineering,MD,Doctor of Medicine,CIV,Civil Engineering,ONLINE,Online,,FALSE
d954d221-9ae3-41e6-aad8-0de29d22ff52,3800828,,Early Decision II,6648810,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,2/3/24,,,,FALSE,,P,Prospect,2/3/24,GR,Graduate,LA,College of Arts and Sci (Arts),College of Arts and Sci (Arts),MPH,Master of Public Health,SOC,Sociology,MAIN,Main Campus,,FALSE
28885a2a-5ef9-491a-b7db-e438925780b4,3222059,,Early Decision I,8903703,202540,Fall 40,UG,Graduate,,D,U.S Citizen,F,fullTime,2/4/24,,4/30/24,,FALSE,,P,Prospect,2/4/24,UG,Graduate,AR,School of Architecture,School of Architecture,BBA,Bachelor of Business Administration,GEN,General Studies,ONLINE,Online,,FALSE
4adbb60b-fc1b-47eb-998e-b469736242d0,3433534,,Early Action,5670904,202540,Fall 40,UG,Graduate,,D,U.S Citizen,P,partTime,2/9/24,,,,FALSE,,P,Prospect,2/9/24,UG,Graduate,ED,School of Education,School of Education,BBA,Bachelor of Business Administration,IME,Intl and Multicultural Educ.,MAIN,Main Campus,,FALSE
2ad493f7-e45d-4a7a-87b0-d8440350efd8,3875655,,Rolling Admission,2025221,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,2/28/24,,6/1/24,,FALSE,,P,Prospect,2/28/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,ONLINE,Online,6/24/24,FALSE
43d1a91c-b8b3-4962-b49e-ec6b4ce789b2,3677159,,Rolling Admission,5258183,202440,Fall 40,D,Doctoral,,R,Resident Alien,F,fullTime,10/16/24,,12/31/24,,FALSE,,P,Prospect,10/16/24,D,Doctoral,ED,School of Education,School of Education,EDD,Doctor of Education,IME,Intl and Multicultural Educ.,MAIN,Main Campus,1/3/25,FALSE
abdea46b-a014-4061-b482-d06291c433e3,3822821,,Rolling Admission,9836851,202440,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,11/5/24,,,,FALSE,,P,Prospect,11/5/24,GR,Graduate,NS,School of Nursing,School of Nursing,MA,Master of Arts,HCA,Health Care Administration,MAIN,Main Campus,,FALSE
125a1a2a-1cb5-49b8-af4c-b01d64be9608,3196219,,Regular Decision,9059886,202540,Fall 40,D,Doctoral,,R,Resident Alien,P,partTime,3/8/24,,,,FALSE,,P,Prospect,3/8/24,D,Doctoral,AR,School of Architecture,School of Architecture,EDD,Doctor of Education,GEN,General Studies,ONLINE,Online,,FALSE
f7c28ebe-2362-48eb-8a2e-ed3a69effccd,3328599,,Early Decision I,6239726,202540,Fall 40,GR,Graduate,,R,Resident Alien,P,partTime,1/10/24,,,,FALSE,,P,Prospect,1/10/24,GR,Graduate,SC,College of Arts and Sci (Sci),College of Arts and Sci (Sci),MA,Master of Arts,CHEM,Chemistry,HYBRID,Hybrid,,FALSE
e28e6203-0f45-4eb5-90c9-f8ae7b4b6a72,3379878,,Rolling Admission,6450516,202540,Fall 40,UG,Graduate,,R,Resident Alien,F,fullTime,2/17/24,,,,FALSE,,P,Prospect,2/17/24,UG,Graduate,ED,School of Education,School of Education,BArch,Bachelor of Architecture,IME,Intl and Multicultural Educ.,ONLINE,Online,,FALSE
439aa869-6fa3-4a5a-a657-698456308145,3683909,,Early Decision II,7522829,202540,Fall 40,D,Doctoral,,D,U.S Citizen,P,partTime,1/28/24,,3/6/24,,FALSE,,P,Prospect,1/28/24,D,Doctoral,LW,School of Law,School of Law,JD,Juris Doctor,LAW,Law,HYBRID,Hybrid,,FALSE
1539c7c6-c19f-41fe-b3b8-564c085abf30,3912387,,Early Decision I,7638312,202540,Fall 40,GR,Graduate,,D,U.S Citizen,P,partTime,1/2/24,,,,FALSE,,P,Prospect,1/2/24,GR,Graduate,EN,School of Engineering,School of Engineering,MS,Master of Science,MECH,Mechanical Engineering,HYBRID,Hybrid,,FALSE
